ID,Age (in years),Experience (in years),Income (in K/year),Income Categorical,ZIP Code,Family members,Education,Employment,Mortgage,Personal Loan,Securities Account,TD Account,Online,CreditCard,Net Worth (in K$),Investment Portfolio (in K$),Risk Tolerance,Financial Goals,Wealth Management Service Level
3870,43,16,78,Medium,95670,3,Graduate,Working Professional,161,No,No,No,Yes,Yes,926,0,Moderate,Education Funding,Premium
3871,25,0,25,Low,94596,2,Professional,Self-Employed,0,No,No,No,No,No,196,0,Conservative,Retirement,Basic
3872,40,16,125,High,91304,2,Undergraduate,Working Professional,0,No,No,No,No,Yes,984,0,Moderate,Tax Optimization,Premium
3873,53,29,63,Medium,94720,2,Professional,Self-Employed,0,No,No,No,Yes,No,527,0,Moderate,Education Funding,Premium
3874,54,30,54,Medium,94550,1,Professional,Self-Employed,185,No,No,No,Yes,No,734,0,Moderate,Education Funding,Premium
3875,36,12,92,Medium,94709,2,Undergraduate,Working Professional,184,No,No,No,No,No,1046,0,Conservative,Tax Optimization,Private
3876,26,2,119,High,95351,2,Undergraduate,Working Professional,381,No,No,No,Yes,Yes,1383,0,Conservative,Education Funding,Private
3877,35,11,40,Low,91784,1,Graduate,Working Professional,0,No,No,No,Yes,No,627,0,Conservative,Wealth Growth,Premium
3878,29,4,41,Low,93105,1,Undergraduate,Working Professional,0,No,No,No,No,No,549,0,Conservative,Tax Optimization,Premium
3879,35,11,81,Medium,92064,2,Undergraduate,Working Professional,0,No,No,No,Yes,Yes,625,0,Conservative,Estate Planning,Premium
3880,28,4,101,High,95136,3,Undergraduate,Working Professional,270,No,No,No,No,No,977,0,Conservative,Estate Planning,Premium
3881,48,24,25,Low,90024,4,Graduate,Working Professional,0,No,No,No,No,No,391,0,Moderate,Education Funding,Basic
3882,46,20,55,Medium,91016,1,Graduate,Working Professional,0,No,Yes,No,No,No,495,327,Moderate,Tax Optimization,Basic
3883,31,7,43,Low,92646,1,Professional,Self-Employed,166,No,No,No,No,Yes,852,0,Conservative,Tax Optimization,Premium
3884,40,16,98,Medium,94534,2,Graduate,Working Professional,98,No,No,No,Yes,No,670,0,Moderate,Tax Optimization,Premium
3885,27,1,112,High,91330,4,Professional,Self-Employed,402,No,No,No,Yes,Yes,1424,0,Conservative,Retirement,Private
3886,32,2,69,Medium,93943,4,Professional,Self-Employed,102,No,No,No,Yes,No,570,0,Conservative,Retirement,Premium
3887,67,43,79,Medium,95616,4,Graduate,Retired,215,No,No,Yes,Yes,Yes,936,254,Conservative,Tax Optimization,Premium
3888,24,2,118,High,92634,2,Undergraduate,Working Professional,0,No,Yes,No,Yes,No,757,196,Aggressive,Education Funding,Premium
3889,45,18,81,Medium,95133,3,Graduate,Working Professional,251,No,No,No,Yes,Yes,828,0,Moderate,Tax Optimization,Premium
3890,26,0,19,Low,93014,1,Graduate,Working Professional,121,No,No,No,Yes,No,545,0,Conservative,Tax Optimization,Premium
3891,42,17,139,High,91101,2,Professional,Self-Employed,0,Yes,No,No,Yes,No,1178,0,Moderate,Wealth Growth,Private
3892,65,40,63,Medium,94701,3,Graduate,Retired,0,No,No,No,Yes,No,680,0,Conservative,Education Funding,Premium
3893,59,33,102,High,91763,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,641,0,Moderate,Education Funding,Premium
3894,30,5,40,Low,92521,4,Graduate,Working Professional,0,No,No,No,Yes,No,442,0,Conservative,Tax Optimization,Basic
3895,32,6,44,Low,92886,1,Undergraduate,Working Professional,81,No,No,No,Yes,Yes,638,0,Conservative,Estate Planning,Premium
3896,36,12,59,Medium,94104,3,Undergraduate,Working Professional,216,No,No,No,No,No,652,0,Conservative,Retirement,Premium
3897,48,24,224,High,93940,2,Undergraduate,Working Professional,0,No,No,Yes,Yes,Yes,1439,132,Moderate,Wealth Growth,Private
3898,56,31,64,Medium,90245,2,Professional,Self-Employed,0,No,No,No,No,No,818,0,Moderate,Education Funding,Premium
3899,44,20,129,High,96001,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,803,0,Moderate,Retirement,Premium
3900,60,34,43,Low,92697,1,Undergraduate,Working Professional,0,No,No,No,Yes,Yes,637,0,Moderate,Retirement,Premium
3901,51,27,12,Low,92834,3,Undergraduate,Working Professional,0,No,Yes,Yes,Yes,Yes,393,340,Moderate,Tax Optimization,Basic
3902,34,10,53,Medium,94107,3,Graduate,Working Professional,0,No,No,No,Yes,No,405,0,Conservative,Education Funding,Basic
3903,45,21,39,Low,93305,2,Professional,Self-Employed,0,No,No,No,No,Yes,414,0,Moderate,Tax Optimization,Basic
3904,47,23,65,Medium,93943,1,Undergraduate,Working Professional,0,No,No,No,No,No,681,0,Moderate,Tax Optimization,Premium
3905,29,5,18,Low,94122,1,Professional,Self-Employed,94,No,No,No,Yes,Yes,612,0,Conservative,Education Funding,Premium
3906,52,28,55,Medium,94596,1,Professional,Self-Employed,0,No,No,No,No,No,634,0,Moderate,Retirement,Premium
3907,61,35,60,Medium,90245,1,Professional,Self-Employed,0,No,No,No,Yes,No,513,0,Conservative,Estate Planning,Premium
3908,40,14,42,Low,91330,2,Undergraduate,Working Professional,187,No,No,No,Yes,No,891,0,Moderate,Education Funding,Premium
3909,24,0,44,Low,90638,3,Graduate,Working Professional,0,No,No,No,No,No,313,0,Conservative,Education Funding,Basic
3910,33,7,111,High,90245,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,885,0,Conservative,Retirement,Premium
3911,33,8,62,Medium,94596,1,Undergraduate,Working Professional,0,No,No,No,Yes,No,413,0,Conservative,Wealth Growth,Basic
3912,52,26,44,Low,94025,2,Professional,Self-Employed,148,No,No,No,No,Yes,785,0,Moderate,Estate Planning,Premium
3913,40,14,69,Medium,95348,1,Professional,Self-Employed,0,No,No,No,No,No,625,0,Moderate,Tax Optimization,Premium
3914,45,20,62,Medium,92064,3,Professional,Self-Employed,172,No,No,No,Yes,No,849,0,Moderate,Wealth Growth,Premium
3915,27,3,35,Low,94080,1,Graduate,Working Professional,0,No,No,No,No,No,311,0,Conservative,Wealth Growth,Basic
3916,38,13,91,Medium,92037,1,Undergraduate,Working Professional,0,No,No,No,Yes,Yes,704,0,Conservative,Education Funding,Premium
3917,50,26,12,Low,92121,1,Undergraduate,Working Professional,96,No,No,No,No,No,313,0,Moderate,Tax Optimization,Basic
3918,41,15,89,Medium,94608,3,Undergraduate,Working Professional,292,No,No,No,Yes,No,887,0,Moderate,Tax Optimization,Premium
3919,60,34,65,Medium,90024,4,Graduate,Working Professional,0,No,Yes,No,Yes,No,776,209,Moderate,Wealth Growth,Premium
3920,64,34,179,High,90024,2,Professional,Self-Employed,400,Yes,No,No,No,No,1425,0,Conservative,Education Funding,Private
3921,34,8,82,Medium,93106,2,Professional,Self-Employed,0,No,Yes,Yes,Yes,Yes,906,260,Aggressive,Retirement,Premium
3922,30,6,48,Low,95812,1,Undergraduate,Working Professional,0,No,No,No,Yes,No,566,0,Conservative,Estate Planning,Premium
3923,31,4,20,Low,95616,4,Graduate,Working Professional,0,No,No,No,Yes,No,271,0,Conservative,Estate Planning,Basic
3924,41,15,91,Medium,90502,1,Professional,Self-Employed,330,No,Yes,No,Yes,No,1231,276,Moderate,Tax Optimization,Private
3925,61,37,122,High,94609,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,729,0,Conservative,Education Funding,Premium
3926,42,18,22,Low,90717,1,Professional,Self-Employed,0,No,No,No,Yes,No,296,0,Moderate,Wealth Growth,Basic
3927,48,23,43,Low,94301,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,666,0,Moderate,Wealth Growth,Premium
3928,59,34,38,Low,90291,4,Undergraduate,Working Professional,0,No,No,No,No,Yes,515,0,Moderate,Wealth Growth,Premium
3929,57,33,61,Medium,92115,3,Undergraduate,Working Professional,0,No,No,No,Yes,No,735,0,Moderate,Retirement,Premium
3930,37,13,33,Low,91773,4,Graduate,Working Professional,0,No,No,No,No,No,334,0,Conservative,Tax Optimization,Basic
3931,53,27,145,High,95605,1,Undergraduate,Working Professional,345,No,No,No,No,No,1409,0,Moderate,Retirement,Private
3932,53,27,170,High,95003,1,Undergraduate,Working Professional,0,No,No,No,Yes,No,1101,0,Moderate,Wealth Growth,Private
3933,26,2,55,Medium,94305,3,Graduate,Working Professional,0,No,No,No,Yes,No,518,0,Conservative,Estate Planning,Premium
3934,39,14,40,Low,91302,1,Professional,Self-Employed,0,No,No,No,Yes,No,322,0,Conservative,Tax Optimization,Basic
3935,35,11,68,Medium,94923,2,Undergraduate,Working Professional,126,No,No,No,No,Yes,623,0,Conservative,Wealth Growth,Premium
3936,59,33,53,Medium,90034,3,Undergraduate,Working Professional,0,No,No,No,Yes,No,498,0,Moderate,Education Funding,Basic
3937,43,18,63,Medium,95616,3,Professional,Self-Employed,0,No,Yes,No,No,No,673,416,Moderate,Retirement,Premium
3938,39,15,123,High,91604,2,Undergraduate,Working Professional,92,No,No,No,No,Yes,949,0,Conservative,Estate Planning,Premium
3939,49,24,13,Low,95929,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,222,0,Moderate,Estate Planning,Basic
3940,47,23,12,Low,92110,4,Undergraduate,Working Professional,102,No,No,No,No,Yes,590,0,Moderate,Wealth Growth,Premium
3941,41,17,53,Medium,93727,2,Undergraduate,Working Professional,102,No,No,No,Yes,No,592,0,Moderate,Tax Optimization,Premium
3942,57,33,79,Medium,94588,1,Graduate,Working Professional,294,No,No,No,Yes,Yes,808,0,Moderate,Education Funding,Premium
3943,42,17,89,Medium,90095,1,Graduate,Working Professional,170,No,No,No,Yes,No,947,0,Moderate,Retirement,Premium
3944,61,36,188,High,91360,1,Graduate,Working Professional,0,Yes,No,No,No,No,1005,0,Conservative,Tax Optimization,Private
3945,56,26,62,Medium,91320,3,Professional,Self-Employed,0,No,No,No,Yes,No,609,0,Moderate,Retirement,Premium
3946,29,3,123,High,92821,3,Professional,Self-Employed,428,Yes,No,No,Yes,No,1473,0,Conservative,Estate Planning,Private
3947,25,1,40,Low,93117,3,Graduate,Working Professional,0,No,No,No,Yes,No,341,0,Conservative,Tax Optimization,Basic
3948,32,8,119,High,94710,4,Professional,Self-Employed,0,Yes,No,No,Yes,No,725,0,Conservative,Estate Planning,Premium
3949,37,12,123,High,94304,4,Graduate,Working Professional,253,Yes,No,Yes,Yes,Yes,1027,171,Aggressive,Education Funding,Private
3950,31,5,23,Low,93407,1,Graduate,Working Professional,0,No,No,No,Yes,Yes,322,0,Conservative,Estate Planning,Basic
3951,38,14,62,Medium,94143,1,Professional,Self-Employed,255,No,No,No,Yes,No,750,0,Conservative,Wealth Growth,Premium
3952,40,14,69,Medium,92870,3,Undergraduate,Working Professional,106,No,No,No,Yes,No,542,0,Moderate,Tax Optimization,Premium
3953,61,36,124,High,94611,2,Undergraduate,Working Professional,0,No,Yes,No,No,Yes,970,328,Conservative,Retirement,Premium
3954,50,26,52,Medium,93555,4,Professional,Self-Employed,0,No,No,No,No,No,425,0,Moderate,Tax Optimization,Basic
3955,32,7,134,High,93108,2,Undergraduate,Working Professional,0,No,No,No,No,No,1166,0,Conservative,Tax Optimization,Private
3956,62,36,58,Medium,94501,1,Graduate,Working Professional,0,No,No,No,No,No,589,0,Conservative,Estate Planning,Premium
3957,62,37,45,Low,90033,3,Graduate,Working Professional,200,No,No,No,Yes,Yes,671,0,Conservative,Tax Optimization,Premium
3958,40,15,75,Medium,95449,4,Graduate,Working Professional,0,No,No,No,Yes,No,727,0,Moderate,Education Funding,Premium
3959,59,34,23,Low,90009,4,Graduate,Working Professional,78,No,No,No,No,No,481,0,Moderate,Estate Planning,Basic
3960,43,19,123,High,91107,3,Undergraduate,Working Professional,0,Yes,No,No,Yes,No,849,0,Moderate,Estate Planning,Premium
3961,62,37,48,Low,92028,3,Undergraduate,Working Professional,0,No,No,No,No,No,339,0,Conservative,Tax Optimization,Basic
3962,48,22,145,High,95482,1,Undergraduate,Working Professional,140,No,No,No,Yes,No,1155,0,Moderate,Tax Optimization,Private
3963,29,5,31,Low,93014,1,Professional,Self-Employed,0,No,No,No,No,No,583,0,Conservative,Estate Planning,Premium
3964,58,32,38,Low,93106,3,Professional,Self-Employed,0,No,No,No,Yes,No,656,0,Moderate,Estate Planning,Premium
3965,43,18,78,Medium,94025,4,Professional,Self-Employed,0,No,No,No,No,No,479,0,Moderate,Education Funding,Basic
3966,39,15,94,Medium,91941,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,663,0,Conservative,Tax Optimization,Premium
3967,33,7,84,Medium,95051,1,Professional,Self-Employed,0,No,No,No,Yes,No,896,0,Conservative,Tax Optimization,Premium
3968,40,15,22,Low,94306,1,Professional,Self-Employed,0,No,No,No,Yes,No,293,0,Moderate,Education Funding,Basic
3969,28,3,78,Medium,93108,4,Undergraduate,Working Professional,0,No,No,No,Yes,Yes,699,0,Conservative,Wealth Growth,Premium
3970,38,11,75,Medium,94305,3,Graduate,Working Professional,0,No,No,No,Yes,No,478,0,Conservative,Retirement,Basic
3971,65,40,71,Medium,95060,3,Undergraduate,Retired,0,No,No,No,No,Yes,716,0,Conservative,Retirement,Premium
3972,35,11,24,Low,95616,1,Professional,Self-Employed,0,No,No,No,Yes,Yes,240,0,Conservative,Estate Planning,Basic
3973,29,5,112,High,94998,2,Undergraduate,Working Professional,0,No,No,No,Yes,Yes,681,0,Conservative,Wealth Growth,Premium
3974,61,35,53,Medium,90064,1,Graduate,Working Professional,167,No,No,No,Yes,No,830,0,Conservative,Estate Planning,Premium
3975,46,21,41,Low,94305,1,Professional,Self-Employed,0,No,No,No,No,No,686,0,Moderate,Retirement,Premium
3976,50,23,25,Low,91330,1,Graduate,Working Professional,0,No,No,No,Yes,No,248,0,Moderate,Education Funding,Basic
3977,60,33,42,Low,90277,4,Graduate,Working Professional,194,No,No,No,Yes,No,458,0,Moderate,Estate Planning,Basic
3978,54,27,51,Medium,94309,3,Graduate,Working Professional,113,No,Yes,Yes,Yes,Yes,561,556,Moderate,Estate Planning,Premium
3979,43,18,19,Low,92325,2,Graduate,Working Professional,0,No,No,No,Yes,No,223,0,Moderate,Education Funding,Basic
3980,38,14,90,Medium,93010,2,Undergraduate,Working Professional,258,No,Yes,Yes,Yes,Yes,1060,136,Aggressive,Education Funding,Private
3981,46,22,89,Medium,92866,4,Graduate,Working Professional,0,No,No,No,Yes,No,512,0,Moderate,Tax Optimization,Premium
3982,64,39,22,Low,92691,3,Undergraduate,Working Professional,0,No,Yes,Yes,Yes,Yes,275,297,Conservative,Wealth Growth,Basic
3983,24,0,119,High,94566,1,Undergraduate,Working Professional,0,No,No,No,Yes,No,1008,0,Conservative,Estate Planning,Private
3984,39,13,93,Medium,93555,4,Professional,Self-Employed,0,Yes,No,No,Yes,No,538,0,Conservative,Tax Optimization,Premium
3985,34,8,18,Low,95741,4,Undergraduate,Working Professional,0,No,No,No,No,No,441,0,Conservative,Tax Optimization,Basic
3986,65,40,32,Low,90095,1,Professional,Retired,120,No,No,No,Yes,No,687,0,Conservative,Retirement,Premium
3987,38,14,182,High,92152,3,Professional,Self-Employed,0,Yes,No,Yes,Yes,Yes,997,134,Aggressive,Tax Optimization,Premium
3988,62,36,19,Low,95833,2,Professional,Self-Employed,0,No,No,No,Yes,Yes,282,0,Conservative,Wealth Growth,Basic
3989,59,35,85,Medium,91330,1,Professional,Self-Employed,0,Yes,No,Yes,No,Yes,616,160,Moderate,Wealth Growth,Premium
3990,49,25,90,Medium,92709,4,Graduate,Working Professional,0,No,Yes,No,Yes,No,792,381,Moderate,Education Funding,Premium
3991,57,32,59,Medium,95014,2,Undergraduate,Working Professional,134,No,No,No,Yes,No,582,0,Moderate,Wealth Growth,Premium
3992,64,38,84,Medium,94571,1,Undergraduate,Working Professional,0,No,No,No,No,No,829,0,Conservative,Retirement,Premium
3993,47,22,95,Medium,93311,2,Graduate,Working Professional,0,Yes,No,No,No,No,768,0,Moderate,Retirement,Premium
3994,30,6,13,Low,93555,3,Professional,Self-Employed,0,No,No,No,Yes,No,350,0,Conservative,Retirement,Basic
3995,42,18,88,Medium,92675,4,Undergraduate,Working Professional,0,No,No,No,Yes,Yes,933,0,Moderate,Tax Optimization,Premium
3996,53,28,34,Low,92697,2,Professional,Self-Employed,0,No,No,No,Yes,Yes,490,0,Moderate,Education Funding,Basic
3997,50,24,11,Low,94501,4,Professional,Self-Employed,0,No,No,No,No,Yes,469,0,Moderate,Wealth Growth,Basic
3998,62,38,80,Medium,94545,4,Graduate,Working Professional,0,No,No,No,No,No,813,0,Conservative,Estate Planning,Premium
3999,34,10,41,Low,94102,1,Undergraduate,Working Professional,0,No,No,No,No,Yes,511,0,Conservative,Retirement,Premium
4000,47,21,90,Medium,90245,2,Professional,Self-Employed,0,No,No,No,No,No,606,0,Moderate,Wealth Growth,Premium
4001,62,37,93,Medium,93003,3,Professional,Self-Employed,0,Yes,No,Yes,Yes,Yes,859,336,Conservative,Education Funding,Premium
4002,61,35,81,Medium,94709,4,Graduate,Working Professional,0,No,No,No,No,No,691,0,Conservative,Retirement,Premium
4003,59,34,60,Medium,94015,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,780,0,Moderate,Education Funding,Premium
4004,47,21,39,Low,92612,3,Graduate,Working Professional,0,No,No,No,Yes,Yes,447,0,Moderate,Tax Optimization,Basic
4005,65,39,22,Low,92507,3,Graduate,Retired,0,No,No,No,No,No,238,0,Conservative,Tax Optimization,Basic
4006,56,32,32,Low,95827,2,Undergraduate,Working Professional,79,No,Yes,No,Yes,No,512,68,Moderate,Wealth Growth,Premium
4007,56,32,28,Low,92130,1,Professional,Self-Employed,0,No,No,No,Yes,No,250,0,Moderate,Tax Optimization,Basic
4008,31,7,35,Low,91745,2,Graduate,Working Professional,0,No,No,No,No,Yes,472,0,Conservative,Estate Planning,Basic
4009,61,31,154,High,94555,3,Professional,Self-Employed,351,Yes,No,Yes,Yes,Yes,1188,111,Conservative,Wealth Growth,Private
4010,42,18,189,High,91605,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,1016,0,Moderate,Estate Planning,Private
4011,44,19,40,Low,94618,4,Professional,Self-Employed,84,No,No,No,No,No,581,0,Moderate,Retirement,Premium
4012,47,21,88,Medium,94304,2,Graduate,Working Professional,0,No,No,No,Yes,No,820,0,Moderate,Estate Planning,Premium
4013,30,6,124,High,91320,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,1095,0,Conservative,Education Funding,Private
4014,62,38,23,Low,91304,2,Professional,Self-Employed,0,No,No,No,No,No,554,0,Conservative,Retirement,Premium
4015,56,32,23,Low,94720,4,Undergraduate,Working Professional,0,No,No,No,Yes,Yes,323,0,Moderate,Retirement,Basic
4016,25,1,139,High,93106,2,Undergraduate,Working Professional,0,No,No,No,No,Yes,756,0,Conservative,Estate Planning,Premium
4017,53,28,173,High,91614,4,Undergraduate,Working Professional,427,Yes,No,No,Yes,No,1610,0,Moderate,Retirement,Private
4018,26,0,42,Low,92009,4,Professional,Self-Employed,153,No,No,No,Yes,No,427,0,Conservative,Education Funding,Basic
4019,59,35,161,High,94301,1,Undergraduate,Working Professional,160,No,No,No,No,Yes,1351,0,Moderate,Estate Planning,Private
4020,62,36,28,Low,95020,3,Graduate,Working Professional,0,No,No,No,Yes,No,475,0,Conservative,Education Funding,Basic
4021,58,32,191,High,93943,4,Professional,Self-Employed,194,Yes,No,No,No,Yes,1636,0,Moderate,Retirement,Private
4022,40,14,42,Low,90638,2,Undergraduate,Working Professional,106,No,No,No,No,Yes,718,0,Moderate,Estate Planning,Premium
4023,35,5,81,Medium,94234,4,Professional,Self-Employed,0,No,No,No,Yes,No,888,0,Conservative,Wealth Growth,Premium
4024,51,25,175,High,90089,3,Undergraduate,Working Professional,312,Yes,No,No,No,No,1390,0,Moderate,Estate Planning,Private
4025,41,15,82,Medium,94720,3,Undergraduate,Working Professional,0,No,No,No,Yes,No,680,0,Moderate,Education Funding,Premium
4026,51,27,53,Medium,94114,1,Professional,Self-Employed,0,No,No,No,No,Yes,643,0,Moderate,Tax Optimization,Premium
4027,27,1,142,High,92038,3,Undergraduate,Working Professional,0,Yes,No,No,No,No,1113,0,Conservative,Estate Planning,Private
4028,46,21,42,Low,93727,4,Professional,Self-Employed,0,No,No,No,Yes,No,646,0,Moderate,Retirement,Premium
4029,46,20,64,Medium,94117,4,Undergraduate,Working Professional,189,No,No,No,No,No,968,0,Moderate,Tax Optimization,Premium
4030,31,5,90,Medium,94301,2,Undergraduate,Working Professional,0,No,Yes,No,Yes,No,933,264,Aggressive,Wealth Growth,Premium
4031,58,32,44,Low,92354,1,Graduate,Working Professional,0,No,No,No,No,No,542,0,Moderate,Education Funding,Premium
4032,42,18,29,Low,91320,1,Professional,Self-Employed,0,No,No,No,Yes,No,388,0,Moderate,Education Funding,Basic
4033,59,35,93,Medium,94301,2,Undergraduate,Working Professional,0,No,No,No,No,Yes,849,0,Moderate,Education Funding,Premium
4034,54,24,69,Medium,93117,3,Professional,Self-Employed,132,No,No,No,Yes,No,914,0,Moderate,Wealth Growth,Premium
4035,35,11,82,Medium,94022,2,Graduate,Working Professional,0,No,No,No,Yes,Yes,711,0,Conservative,Wealth Growth,Premium
4036,34,9,180,High,93955,2,Professional,Self-Employed,0,Yes,No,Yes,Yes,No,1226,127,Aggressive,Education Funding,Private
4037,46,21,13,Low,93117,2,Professional,Self-Employed,0,No,No,No,Yes,No,240,0,Moderate,Education Funding,Basic
4038,52,28,72,Medium,91335,1,Undergraduate,Working Professional,178,No,No,No,No,No,853,0,Moderate,Education Funding,Premium
4039,55,30,54,Medium,91367,3,Undergraduate,Working Professional,0,No,No,No,Yes,No,425,0,Moderate,Wealth Growth,Basic
4040,34,9,104,High,92152,1,Undergraduate,Working Professional,0,No,No,No,Yes,Yes,617,0,Conservative,Estate Planning,Premium
4041,57,32,44,Low,90266,2,Graduate,Working Professional,157,No,No,No,No,No,547,0,Moderate,Tax Optimization,Premium
4042,45,19,40,Low,95060,1,Undergraduate,Working Professional,0,No,Yes,Yes,Yes,Yes,407,549,Moderate,Retirement,Basic
4043,29,3,190,High,92612,2,Undergraduate,Working Professional,246,No,No,No,Yes,Yes,1433,0,Conservative,Education Funding,Private
4044,49,23,64,Medium,94588,4,Undergraduate,Working Professional,0,No,No,No,Yes,Yes,723,0,Moderate,Retirement,Premium
4045,36,11,9,Low,90266,2,Graduate,Working Professional,99,No,Yes,No,No,No,613,396,Aggressive,Retirement,Premium
4046,57,31,38,Low,94720,4,Graduate,Working Professional,0,No,No,No,Yes,No,565,0,Moderate,Wealth Growth,Premium
4047,25,0,72,Medium,94303,3,Professional,Self-Employed,0,No,No,No,Yes,No,510,0,Conservative,Retirement,Premium
4048,43,17,82,Medium,94114,1,Undergraduate,Working Professional,79,No,No,No,Yes,No,749,0,Moderate,Tax Optimization,Premium
4049,27,2,48,Low,90049,2,Professional,Self-Employed,119,No,Yes,No,Yes,No,502,316,Aggressive,Education Funding,Premium
4050,54,28,82,Medium,94122,4,Professional,Self-Employed,294,No,No,No,No,No,857,0,Moderate,Tax Optimization,Premium
4051,53,26,14,Low,94590,2,Graduate,Working Professional,83,No,No,No,No,No,270,0,Moderate,Retirement,Basic
4052,55,29,162,High,93105,1,Undergraduate,Working Professional,0,No,No,No,Yes,Yes,1184,0,Moderate,Tax Optimization,Private
4053,43,19,54,Medium,94608,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,445,0,Moderate,Retirement,Basic
4054,35,11,90,Medium,94720,2,Undergraduate,Working Professional,0,No,No,No,No,No,803,0,Conservative,Retirement,Premium
4055,59,34,64,Medium,94116,4,Undergraduate,Working Professional,0,No,No,No,No,No,486,0,Moderate,Tax Optimization,Basic
4056,42,18,65,Medium,93460,3,Professional,Self-Employed,0,No,No,No,Yes,Yes,415,0,Moderate,Estate Planning,Basic
4057,51,25,113,High,91320,2,Undergraduate,Working Professional,0,No,No,No,No,No,677,0,Moderate,Wealth Growth,Premium
4058,57,32,38,Low,90740,2,Professional,Self-Employed,0,No,No,No,No,No,417,0,Moderate,Wealth Growth,Basic
4059,39,15,65,Medium,92037,1,Professional,Self-Employed,0,No,No,No,No,No,596,0,Conservative,Wealth Growth,Premium
4060,53,27,39,Low,91330,4,Professional,Self-Employed,0,No,No,No,Yes,No,372,0,Moderate,Wealth Growth,Basic
4061,31,6,174,High,93023,2,Undergraduate,Working Professional,0,No,No,No,Yes,Yes,1059,0,Conservative,Estate Planning,Private
4062,33,3,59,Medium,91040,2,Professional,Self-Employed,0,No,No,No,Yes,No,502,0,Conservative,Wealth Growth,Premium
4063,38,14,43,Low,95053,2,Undergraduate,Working Professional,0,No,No,No,Yes,No,458,0,Conservative,Tax Optimization,Basic
4064,47,21,24,Low,94108,2,Professional,Self-Employed,0,No,No,No,No,Yes,271,0,Moderate,Education Funding,Basic
4065,63,39,50,Low,94402,1,Graduate,Working Professional,166,No,No,No,No,No,489,0,Conservative,Education Funding,Basic
4066,44,19,68,Medium,94305,1,Professional,Self-Employed,0,No,No,No,Yes,No,645,0,Moderate,Retirement,Premium
4067,61,37,61,Medium,94122,3,Professional,Self-Employed,0,No,No,No,Yes,No,558,0,Conservative,Wealth Growth,Premium
4068,52,28,21,Low,94025,4,Graduate,Working Professional,0,No,No,No,Yes,No,461,0,Moderate,Tax Optimization,Basic
4069,59,34,21,Low,95035,2,Graduate,Working Professional,0,No,No,No,Yes,No,377,0,Moderate,Retirement,Basic
4070,56,32,31,Low,94596,4,Undergraduate,Working Professional,0,No,No,No,No,No,213,0,Moderate,Education Funding,Basic
4071,58,33,70,Medium,94720,4,Undergraduate,Working Professional,0,No,Yes,No,No,No,624,292,Moderate,Estate Planning,Premium
4072,30,6,25,Low,94304,3,Graduate,Working Professional,135,No,No,No,No,Yes,608,0,Conservative,Education Funding,Premium
4073,42,17,78,Medium,92521,1,Professional,Self-Employed,0,No,No,No,Yes,No,825,0,Moderate,Tax Optimization,Premium
4074,51,27,19,Low,92120,1,Undergraduate,Working Professional,0,No,No,No,No,No,475,0,Moderate,Wealth Growth,Basic
4075,60,35,23,Low,94608,1,Professional,Self-Employed,0,No,No,No,Yes,No,428,0,Moderate,Wealth Growth,Basic
4076,30,4,40,Low,90601,4,Undergraduate,Working Professional,0,No,No,No,Yes,No,318,0,Conservative,Education Funding,Basic
4077,49,23,22,Low,92220,1,Professional,Self-Employed,0,No,No,No,No,No,414,0,Moderate,Retirement,Basic
4078,26,0,71,Medium,92093,4,Graduate,Working Professional,0,No,Yes,No,Yes,No,727,440,Aggressive,Tax Optimization,Premium
4079,36,12,58,Medium,91320,1,Graduate,Working Professional,0,No,No,No,No,No,676,0,Conservative,Education Funding,Premium
4080,65,40,75,Medium,90036,3,Undergraduate,Retired,0,No,No,No,Yes,No,787,0,Conservative,Education Funding,Premium
4081,27,0,40,Low,90068,1,Graduate,Working Professional,110,No,No,No,No,Yes,427,0,Conservative,Estate Planning,Basic
4082,60,35,155,High,92521,1,Professional,Self-Employed,0,Yes,No,No,No,Yes,1235,0,Moderate,Wealth Growth,Private
4083,32,6,83,Medium,90036,4,Graduate,Working Professional,0,No,No,No,No,No,755,0,Conservative,Estate Planning,Premium
4084,46,20,99,Medium,94302,3,Undergraduate,Working Professional,0,No,No,No,No,No,596,0,Moderate,Wealth Growth,Premium
4085,60,36,59,Medium,94124,1,Graduate,Working Professional,0,No,Yes,No,No,No,610,457,Moderate,Estate Planning,Premium
4086,28,2,53,Medium,94609,3,Graduate,Working Professional,0,No,No,No,Yes,No,526,0,Conservative,Education Funding,Premium
4087,50,26,11,Low,93106,4,Undergraduate,Working Professional,0,No,Yes,No,No,No,456,489,Moderate,Estate Planning,Basic
4088,52,28,179,High,94583,4,Professional,Self-Employed,0,Yes,No,No,No,No,1364,0,Moderate,Retirement,Private
